id,TARGET_poverty,total_population,total_men,total_women,percent_hispanic,percent_white,percent_black,percent_native,percent_asian,percent_pacific,income_gross,income_per_capita,percent_employ_professional,percent_employ_service,percent_employ_office,percent_employ_construction,percent_employ_production,percent_travel_drive,percent_travel_carpool,percent_travel_walk,percent_travel_other,percent_work_at_home,total_employed,percent_employed_private,percent_employed_public,percent_employed_self,percent_employed_family,percent_unemployment
134,15,13626,6757,6869,1.8,94.7,1.1,0.7,0.4,0,45018,24200,23.9,18.1,23.4,12.4,22.2,78.3,9.8,4.6,1.2,5.7,6060,79.8,12.4,7.5,0.2,5.8
135,23.2,14053,7631,6422,6.9,42.6,49.5,0,0.1,0,33389,16867,22.2,20.2,18.6,11.2,27.9,82.1,12.7,0.8,1,3.4,4929,66.1,23.4,10.5,0,10.5
136,14.3,107317,52550,54767,1.8,91.1,1.6,0.2,0.8,0,49538,26276,33.2,19.3,23.5,9.8,14.1,78.8,11.2,4,1.7,4.1,53532,82.1,11.2,6.5,0.1,5.2
137,22.9,7581,3877,3704,2,94,0.4,0.7,0.1,0.1,38880,20468,31.7,16,20.2,13.3,18.8,76.9,8.9,3.1,1.7,9.2,3137,72,12.7,14.2,1.1,9.3
138,10.4,2306,1172,1134,2,94.7,1,0.1,0,0,44938,30204,38.3,14.2,19.1,12.5,15.8,74,6.9,6.9,1.3,10.5,1174,68.7,11.9,19.3,0.1,4.1
139,5.1,158170,78924,79246,3.6,85.8,6,0.2,2.5,0,74245,33031,40.4,14.5,24.4,7.8,13,87.5,6.3,0.8,1.1,4.3,81408,84.3,11.3,4.3,0.1,4.5
140,17.3,9211,4945,4266,3,91.1,1,1.5,0.5,1.5,39399,23156,28.3,26.7,17,13.6,14.5,70.3,12.5,3.6,1.3,11.6,3834,53,39.2,7.7,0.1,3.9
141,8.1,17000,8547,8453,1.9,96.1,0.5,0.3,0.4,0,59889,36588,36.1,14.6,21.2,11.5,16.7,81.2,8.3,2.4,2.3,5.3,9177,80.2,10.5,9.1,0.2,3
142,12.8,4897,2453,2444,1.1,96.7,0.3,0.1,0.9,0,53641,25660,31.2,21.5,16.9,17,13.4,82.1,8.2,2.2,0.7,5.6,2166,76.2,14,9.1,0.6,3.7
143,15.3,6857,3368,3489,2.7,93.6,0.3,0.2,0.2,0.2,40581,24386,34.5,19.9,21.8,13,10.8,68,10.6,8.4,3.9,8.9,2898,65.5,20.8,13.5,0.2,9.5
144,8.8,830300,408374,421926,19.6,46.1,9.2,0.1,23.2,0,79593,34674,44.2,14,24.3,6.2,11.2,73.1,8.4,2.9,2.3,3.8,402766,83.1,13.1,3.8,0.1,7.5
145,13.7,20930,10636,10294,8.9,87.8,0.2,0.4,0.1,0,56569,25772,30.1,18.3,19.1,16.7,15.8,77.1,12.7,2.8,1.6,3,10064,75.4,19,5.6,0,4.4
146,18,28722,13965,14757,1.5,91.2,4.3,0.2,0.8,0,43663,23141,27.2,16.8,21.2,16.1,18.7,84.3,11.3,0.2,1,3.1,11808,78.7,14.5,6.7,0.1,7.2
147,19.2,9361,4657,4704,1.3,96.3,0.3,0.2,0.6,0,44242,22884,25.1,13,21.8,16.3,23.8,88,6.2,2.9,0.4,2.5,3838,78.1,14.2,7.6,0.1,7.1
148,10.2,103108,49365,53743,5.7,77.4,9.3,0.2,4.4,0,68449,37474,54.1,15.3,18,6.5,6,78,7.6,3.7,1.4,7.2,48206,67.1,24.7,8,0.1,3.8
149,7.4,49176,23646,25530,2.4,93.5,1.2,0,1.6,0,72458,39196,47.7,16.9,22.2,5.3,7.9,81,6.8,4.3,0.9,4.8,24777,79.1,13.6,7,0.4,6.8
150,8.1,1741,841,900,8.4,90.8,0,0,0,0,51563,28388,38.8,17.4,18.4,15.4,10,84,6.7,4.3,0.6,4.3,923,71.2,19.1,8.3,1.4,1.8
151,20.6,24430,12028,12402,1.7,91.6,3.4,0.1,0.7,0,40722,22725,26.8,22.5,22.9,13.3,14.5,86.3,9.6,1.5,0.6,1.5,9723,76,17.4,6.2,0.5,11.3
152,25.3,52744,25611,27133,2.5,70,23.8,0.1,2.1,0,45019,25719,40.6,22.7,20,5.9,10.9,81.8,10.4,1.9,1.8,3.4,24493,69.9,24.2,5.9,0,5.7
153,8.7,18012,9193,8819,2,94.4,1,0,1,0,68916,30779,33.3,12.5,20.4,12.5,21.3,85.6,9.6,0.9,1.2,2.4,9070,82.7,12.6,4.7,0,5.6
154,12.7,14508,8359,6149,0.9,92.3,5.6,0.1,0,0,41708,21788,22.9,15.9,25,10.5,25.7,86.3,7.2,2.3,0.4,3.7,4641,78.7,15.2,6.1,0,7
155,10.9,108586,53065,55521,5.2,83.4,6.5,0.5,2.1,0,59244,30064,34.2,16.5,24.9,8.2,16.2,84.4,9,1.7,0.9,2.9,52647,78,17.3,4.6,0.1,5.8
156,15.8,46601,27073,19528,13,79.5,4.5,1,0.7,0.1,44712,20919,30.8,25.7,23.7,12.7,7.2,81.9,8.8,2.3,2.5,4.3,14406,64.7,27.6,7.7,0.1,6.2
157,13.6,3720,1847,1873,7.9,89.4,0.3,0.1,0.6,0,40242,24255,31.7,12.8,23.2,12.3,20,74.9,10.8,8.8,0.5,4.7,1658,68.2,16.9,14.9,0,5.1
158,15.4,180117,89542,90575,6,77.3,10.7,0.7,2.3,0,50283,26742,32,22.2,25.1,10.2,10.5,81.7,10.5,1.3,2,3.3,80334,77.5,16,6.2,0.4,6.4
159,7.9,18316,9356,8960,4.4,92.8,0.1,0.3,0.4,0.1,66647,29915,30.6,16.4,19.9,20.7,12.3,74.5,13,3.6,0.5,7.1,8724,73.6,19.8,6.2,0.3,6.4
160,12.5,6570,3323,3247,2,95.1,0.2,1.3,0,0.5,48217,28165,34.8,18,20.7,16.1,10.5,73.8,7.4,5.7,1.3,11.8,3266,61.4,21.7,15.5,1.4,1.1
161,12.8,171420,84523,86897,11.5,66.9,18.4,0.2,1.2,0,57048,32401,33.6,24.3,24.9,9.8,7.6,75.5,11.5,2.7,2.8,6.9,70487,79,14.6,6.2,0.2,7.2
162,12.1,40799,20275,20524,1.8,94.9,0.5,0.3,1.1,0,61611,29068,31.8,18.4,20.4,11.5,18,80,7.9,5.5,1.3,5.1,22567,78.2,15,6.4,0.4,3.6
163,19.2,27177,13144,14033,1,96.9,0.7,0,0.1,0,36448,19694,25.3,17.2,22.3,11.7,23.5,84.9,9.9,2.7,0.7,1.7,9116,79.2,17.7,2.9,0.1,10.3
164,23,27550,13645,13905,2.7,93,2.8,0.3,0,0.1,42172,21371,26,15.1,24.8,9.8,24.3,81.7,14.7,0.7,0.7,2.2,11384,79.7,15,5.1,0.3,7.9
165,10.2,78622,39131,39491,1.8,94.9,0.6,0.2,0.6,0.1,59917,26643,27.3,13,26.9,11.1,21.7,85.2,10,0.7,1,3,38391,86.4,9.5,4,0.2,5.9
166,15.3,46901,23515,23386,3.5,92.6,1.8,0.2,0.6,0,43720,23835,30.8,20.9,21.5,11.7,15.1,74.1,10.5,6.6,1,6.3,19850,65.7,22.8,11,0.5,9.5
167,8.2,658331,323468,334863,24,35.2,20.5,0.2,18.3,0,89152,35962,49.3,12.4,23.6,6.5,8.2,82.3,9.7,0.6,1.2,4.5,314534,81.7,12.5,5.7,0.2,5.1
168,13.6,2981,1506,1475,1.6,95.6,0.1,1.9,0,0,39773,27174,40.2,15.3,16.2,17.6,10.7,66.3,5.9,6.2,1.6,19.6,1490,57.2,16.1,24.9,1.7,4.5
169,12.1,98838,48732,50106,9.2,85.4,0.5,0.7,1.1,0.1,60610,35581,41.3,20.3,22.7,8.3,7.5,74.4,8.6,2.8,2.7,10.4,42302,69.3,14.5,15.7,0.6,7.3
170,8.9,5771,2957,2814,5.3,92.4,0.3,0,0.4,0,64741,33697,31.8,17.5,16.7,13,21,88.1,6.7,1.7,1,2.5,2983,81.8,12.6,5.7,0,5.2
171,15.9,50149,24194,25955,25.3,70.6,1.6,0.3,0.8,0.1,43810,26265,31.6,22.4,26.3,12,7.6,79.1,12.8,1.5,1.1,5.5,20523,72.8,16.7,10.4,0.1,8
172,21.2,41332,20922,20410,18.9,66.7,0.6,9,0.9,0.1,40730,22460,30.8,20.3,18.8,17.5,12.5,76.9,8.8,6.2,1.6,5.7,16969,65.1,25.1,9.5,0.3,8.9
173,15.3,66070,33039,33031,55.6,40.6,1.8,0.1,0.9,0,52261,24211,27.8,20.9,20.1,17.5,13.7,83.6,9.5,1.2,1.8,3.6,28627,77.6,17.9,4.4,0.1,5.2
174,13,5270,2609,2661,2.1,86.1,0.5,8.2,0.8,0,51903,31831,39.4,24.8,17.3,11.7,6.9,68.6,9,11.2,3.2,6.7,2636,64.8,25.8,9.1,0.3,2.6
175,20.1,357060,175470,181590,8.1,83.4,1,0.9,2.5,0.2,44103,24960,34.5,20.6,24.7,8.3,11.9,70.4,10.3,5,5.3,5.8,158490,75.9,15.8,8,0.2,9.9
176,8.2,8633,4469,4164,2.2,93.9,0,2.9,0.2,0,72704,31759,28.5,16.1,20.5,19.9,15,75.4,12.3,4.8,2.5,4.6,4391,80.3,13.1,6.6,0,3.2
177,13.6,164192,80590,83602,2.6,84.4,7.1,0.1,2.9,0,60113,31075,44.4,15.7,23.5,6.1,10.4,84,7.2,3.3,0.9,4.3,76109,73.7,21.2,5,0.2,7.6
178,15.3,287512,140454,147058,12.2,70.2,12.4,0.1,2.5,0,51110,27297,30.8,17.8,23.9,7.2,20.3,83.6,9.3,1,1.3,3.5,132190,84.8,10.3,4.7,0.2,10
179,18.1,8304,4266,4038,1.4,95.7,0.6,0.5,0.1,0.1,36833,22343,21.5,18.4,23.3,13.7,23.2,78.3,6.9,2.4,5.5,6.8,2815,74.5,13.9,11.3,0.4,11.9
180,55.9,24775,11854,12921,99.4,0.3,0.1,0,0.1,0,15212,7849,27,18,30.7,9.1,15.2,77.4,13.8,3.3,4.6,0,5392,71.1,25.2,3.7,0,17.1
181,7.3,6068,2926,3142,9.6,86.8,1.1,0.6,0.3,0.2,66023,28400,34.9,10.2,24.2,17.7,13,90.5,5.4,0.7,0,3.2,2902,72.5,18.3,9.2,0,1.7
182,11.7,2475,1280,1195,3.2,64.4,0.2,20.6,3.1,0,56094,29943,34,16.9,22.7,16.3,10.1,58.6,10.6,15.8,5.8,8.4,1095,52.5,32.3,12.5,2.6,7
183,34.9,5672,2605,3067,3,39.2,55.1,0.2,1,0,28601,20417,30.5,19.3,21.9,13.7,14.6,76.1,17.2,2.9,0.9,2.9,2074,74.1,22.6,3.3,0,19.1
184,6.8,931826,457327,474499,14.1,67.9,4.6,0.1,11.3,0,84442,42050,45.5,13,25.6,5.4,10.5,77.4,7.1,1.6,1.1,6,486850,86.7,9.1,4.1,0.2,5.2
185,18.6,49566,24057,25509,7.2,75.1,12.4,0.3,0.8,0.2,40748,22344,27.6,18.8,25.3,11.7,16.6,81.9,10.1,1.9,2.9,3.2,20953,79.2,13.9,6.7,0.2,7.4
186,22.6,48097,23764,24333,6.6,49.5,1.2,32.1,0.3,0.3,38694,19509,32.4,20.2,25.1,12.2,10.1,81.4,11.8,2.5,0.6,2.8,19314,64.4,28.8,6.5,0.2,7.9
187,17.8,7229,3632,3597,4.6,87.8,0.7,4.1,0.6,0.1,37580,21040,36.1,16.8,21.5,17.9,7.7,70.7,7.2,7.2,2,12.6,2901,53.4,29.5,16.2,1,16.1
188,18.1,138361,68359,70002,8,73.2,16.1,0.2,0.9,0,43069,21706,28.7,18.1,22.6,12.4,18.2,83.1,9.9,1.6,1.3,3.7,56519,80.7,13.4,5.8,0.2,11.5
189,17.1,7755,3906,3849,3.2,93.3,0.2,0.6,0.2,0,36031,22489,30.7,16.6,26.6,14.5,11.6,72,12.6,4.9,3.3,7.1,3109,65.1,20.9,13.5,0.5,4.4
190,20.9,6206,3068,3138,1.8,81.3,0.3,14.3,0.4,0,42264,22797,37.1,19.2,19.5,15.5,8.7,69.5,12.6,7.7,1.5,8.7,2738,66,19,14.4,0.6,6
191,32.6,15690,7806,7884,0.9,97.2,0.4,0,0.1,0.1,30503,17670,31.2,21.5,24.4,13,9.9,82.2,7.6,5.6,2.4,2,4707,71.1,23.7,5.2,0,13.6
192,10.5,126782,62256,64526,18.8,75,2.6,0.4,1.4,0,60972,30480,36.8,17.5,27.5,8.5,9.8,85.5,9.4,1.3,0.7,2.7,65270,75.4,17.5,7.1,0.1,3.9
193,15.2,22580,12251,10329,2.4,74.6,22,0.4,0,0,43404,20911,24.4,17.6,19.7,15.9,22.4,86.4,9.5,0.3,1.7,1.5,8171,76,17.4,6.3,0.3,8.2
194,9.5,33481,16716,16765,1.9,95.7,0.4,0.2,0.4,0,57041,28073,27,13.8,22.6,10.3,26.4,87,7.9,0.8,1.2,2.7,16513,85.8,9.1,5.1,0,3.6
195,22.4,19288,9218,10070,5.5,63.5,30.5,0,0.1,0,35207,21138,25.8,14.8,20.8,10,28.5,86.1,10,1.8,0.1,1.8,7327,72.1,19.3,8.4,0.2,7.7
196,9.1,20468,10528,9940,1.8,94.4,2.5,0.4,0.1,0,58391,29653,32.2,17,20,10.7,20.1,81.6,7.7,3.8,0.4,6.3,9671,77.2,12,10.1,0.7,4.2
197,18.1,163908,79318,84590,5.3,67.2,24.6,0.2,0.7,0,45759,25321,34.7,16.2,23.4,10.9,14.8,84.2,10.5,0.9,1.3,2.9,69420,76.9,17.6,5.2,0.3,9.9
198,19.4,290782,143698,147084,33.5,55.6,6.7,0.3,2,0.1,46075,24510,34,20.1,25.8,10.1,10.1,81.2,11.7,2,1.3,2.8,141493,76.5,16.8,6.5,0.2,6.2
199,8.5,201454,98215,103239,1.6,94.6,0.8,0.4,1.2,0,62618,33635,35.6,18.2,23.7,10,12.5,80.1,9.5,2.4,1.6,5.7,105307,77.5,14.5,7.9,0.1,4.8
200,21.5,28013,13465,14548,2.2,87.8,7.6,0,0,0,38745,19269,26.1,14.9,21.6,12.4,25,85.4,10,1.1,0.4,3,11115,76.9,13.8,9.3,0,9.4
201,19.2,83467,39362,44105,6.7,63.8,25.7,0.4,1.3,0,47546,29209,33.3,23.1,23,9,11.6,83.2,9.2,1.5,2.2,3.5,37393,75.9,18.4,5.5,0.2,6.7
202,20.4,8723,4192,4531,1.9,57,37.5,0.4,0,0,41510,25154,27,19,20.4,18.7,15,82.8,6.9,0.7,4.1,5.2,3366,76,20.1,3.9,0,4.7
203,12.7,76745,40218,36527,23.5,67.3,6.7,0.1,1.2,0,63030,39176,30.8,24.1,26,11.2,7.9,69.1,7.7,4.6,10.8,5.9,39876,77.2,13.5,9.2,0.1,3.7
204,21.4,15573,7675,7898,2.9,92.4,2.7,0.2,0.1,0,29942,19742,23.1,19.4,21.7,9.4,26.4,81.9,12.5,2.3,0.3,1.9,6262,77.6,16.4,5.8,0.2,9
205,5.7,90824,45184,45640,3.6,78.8,11.7,0.2,1.6,0,100350,41469,41,15,23,13,8.1,81.7,8.4,0.7,0.9,5.3,45756,67.1,28.1,4.7,0.1,7.3
206,12.5,15376,10210,5166,1.5,52.1,44.9,0.2,0.5,0,55647,23041,34.3,29.1,17.5,13.1,6,91.1,6.6,0.4,0.1,1.7,5504,63.6,30.7,5.6,0.1,4.5
207,26.7,56548,27870,28678,95.2,3.1,0.1,0.9,0.5,0,33747,15249,22,26.6,22.5,13,15.9,77.2,17,2.3,1.8,1.2,20309,68.8,25,6.1,0.1,13.1
208,8.9,2089,1073,1016,10.7,83.1,1,1.4,0.9,0,46094,27087,44.3,14.1,19.5,16.3,5.7,78.6,5.8,7.9,2.6,5.1,1029,66.4,18.9,14.4,0.4,1.5
209,10.8,42485,20969,21516,8.2,89.8,0.5,0.1,0.3,0,55120,26470,28.5,15.4,21.7,11.7,22.8,87.6,6.5,1.5,1.4,2.9,20872,82.5,11,6.4,0.1,6.7
210,19.9,35645,17589,18056,16,74.4,6.8,0.3,0.7,0,44396,22453,28.7,18.1,23.4,11.3,18.5,82,9.9,2.6,0.8,4.5,15235,76.7,13.2,9.8,0.3,7.1
211,11.7,254717,126333,128384,7.9,82.3,2.1,2.1,3,0,53527,27876,33.4,16.9,24.6,8,17.1,84,7.4,2.5,1.8,3.6,130354,84.6,11,4.3,0.1,6.1
212,11.5,9169,5665,3504,38.7,48.7,10.6,0.3,0.5,0,49870,18764,30.5,20.3,17.3,19.1,12.9,80.7,14.4,0.7,0.3,3.5,2955,66.7,25.9,7,0.4,5.5
213,32.7,6717,3375,3342,0.8,96.8,1.3,0.3,0.3,0,23297,16489,29.9,12.4,21.7,13.5,22.5,81,9.4,3.5,5.6,0.5,1713,66.7,25.3,7.6,0.4,10.3
214,16,27168,13433,13735,16.3,67.9,10.4,0.2,2.4,0,45363,26182,34.7,20.9,23.9,8.2,12.3,69.6,14.8,7.5,2.7,4.4,12748,80.5,12.9,6.3,0.3,6.7
215,18.1,290730,141358,149372,6.1,77,13.4,0.4,1.1,0.1,43299,24094,28.2,25.6,28.4,10.2,7.5,83.5,9.5,1.5,1.9,3.4,129161,81.7,12,6.1,0.1,8.7
216,14.5,6255,2981,3274,2.3,94.6,0,0.8,0,0,37875,21569,29.8,22.2,15.2,13.4,19.4,72.4,11.6,4.9,3.5,7.7,2484,75,13.4,11.7,0,6.9
217,34.9,10942,5206,5736,1.4,25.9,72.1,0.2,0,0,30808,16591,21.6,21.2,14.1,16.7,26.4,79.2,16.1,0.6,0.8,3.2,3953,74.2,12.7,8.7,4.3,14.8
218,35.6,197287,93812,103475,99.2,0.5,0.1,0,0.1,0,24430,13068,33.4,17.5,33.6,7.6,8,75.2,12.9,2,3.3,1.9,68598,70.9,20.8,8.2,0.2,16.1
219,20.6,13391,6704,6687,1.4,98,0.1,0.1,0.1,0,33003,18095,16.3,19.2,23.3,18.7,22.6,78.9,12.9,3.8,0.7,3.6,4997,81,8.3,9.7,1,7
220,12,79173,40576,38597,2.7,90.7,4.1,0.3,0.4,0,52082,25786,32.7,19.9,22.4,10.3,14.7,81.5,8.5,3.8,1.1,4.1,37023,76.1,17.5,6.1,0.3,7.3
221,17.9,20448,10304,10144,34.4,63.1,0.2,0.5,0.4,0,48021,21887,21.8,14.6,21.2,20.9,21.6,86,9.9,1.1,0.4,2.5,9198,82.2,12.9,5,0,3.9
222,18.2,23426,11562,11864,1,95.8,2.5,0,0.1,0,41476,22428,24.4,18.5,22.5,8.8,25.7,84.8,8.7,1.3,1.4,3.4,9696,85.6,9.1,5.1,0.2,7.5
223,9.4,57790,29049,28741,3.2,93,1.4,0.4,0.6,0,55181,29932,32.9,16.6,20.6,12.5,17.4,78,10.2,4.5,0.9,5.5,28208,77.9,12.5,9.3,0.3,3.6
224,21.2,15061,7618,7443,35.5,58.2,4.2,0.2,0.4,0,37102,20444,24.9,24.5,17.6,13.7,19.3,81.3,11.5,2.8,2.7,1.5,6403,76.1,17.1,6.5,0.3,7.7
225,13.3,4081,2015,2066,29.4,69.6,0,0.1,0.6,0,53780,24141,29.4,15.4,19.5,20.8,14.9,77.4,11.2,5.3,1.3,4.7,1950,64.5,19.5,15.1,0.9,3.6
226,15.3,82090,41098,40992,3.9,86.3,1.2,4.1,0.8,0,45205,25870,33.9,21.8,23.2,11.2,9.9,79,11.9,3.7,1.5,3,37069,75.5,16.5,7.7,0.3,5.1
227,7.5,67736,35076,32660,4.7,85.9,3.1,1.3,1.3,0.2,61393,31215,30.5,18.9,23.2,13.7,13.7,83.2,10.2,2.6,0.7,3.1,35580,76.8,16.7,6.4,0.1,2.6
228,24.7,71373,35154,36219,2,39.6,56.3,0.2,0.8,0,37630,20371,27.9,20.3,22.5,7.2,22.1,86.9,6.6,1.7,2.4,2.1,26874,70,25.7,4.1,0.2,10
229,13.6,67431,33001,34430,12.6,71.4,12,0.3,1.4,0.1,56642,32845,39.4,16.6,19.8,11.5,12.6,76.6,10.8,1.1,2.6,7.8,29621,73,17.8,9.1,0.2,9
230,18.8,26775,14754,12021,3.8,74.5,19.1,0.3,0.6,0,46106,19656,31.7,22.8,23.7,11,10.8,87.5,7.1,2.1,1.8,1.4,9118,71.3,24.9,3.6,0.2,7.6
231,18,40823,20247,20576,3.2,93.2,0.3,0.8,0.5,0,39480,22482,33.4,17.5,23.2,15.5,10.3,72.4,14.9,3.2,1.6,7.9,17159,71.3,15,13.1,0.5,8.2
232,14.3,128885,63329,65556,5.1,89,2.6,0.1,1.7,0,53577,27477,35.3,17.6,23.3,7.9,15.8,84.1,6.7,4.2,1.7,2.9,65406,79.3,16.1,4.5,0.1,7.2
233,11.3,3463,1738,1725,0.1,96.8,0,0.3,0.5,0,44051,29367,39.2,16.2,20.3,17.4,6.9,66.5,2.3,11,2.1,18.1,1583,58.2,17.8,22.8,1.2,3.6
234,13.4,38669,19215,19454,9.5,87,1.7,0.3,0.3,0,50663,24143,26.4,15.6,24.1,9.8,24.1,87.3,6.7,2.2,1.1,2.3,18092,83.5,11.1,5.3,0.1,8.4
235,21.3,41007,20370,20637,3.2,65.9,0.4,9.6,0.4,0.2,42071,20884,28.3,17.8,22.1,14.4,17.5,82.9,10.3,0.8,0.9,5,16849,73.2,18.6,7.8,0.4,7
236,4.9,11745,6011,5734,2.5,96.1,0.1,0.2,0.2,0.1,62012,28356,37.7,15.6,19.3,13,14.5,79.3,7.6,5.3,0.5,7.2,6004,74.2,12.3,12.9,0.6,2.4
237,22.7,1510,786,724,28.1,59.9,10.5,0.2,0,0,34955,18926,31.4,22.6,22.9,19.2,3.9,66.6,17.7,9.6,4,2.2,615,56.4,28.9,14,0.7,7.5
238,11.8,34021,16599,17422,1.1,96.2,0.3,0.5,0.9,0,54041,31522,34.5,19.7,19.1,15.6,11,76.8,10.4,3.3,1.8,7,16588,73.4,12.5,14.1,0.1,3.4
239,8.5,8256,4162,4094,2.8,95.5,0.6,0.3,0.5,0,51027,29457,29.4,13.3,19,16.9,21.4,77.5,11.6,2,1,7.8,4299,75.6,13.3,11,0.1,4.2
240,16.3,50472,24762,25710,3.2,90.1,3.9,0.2,0.5,0,44680,22369,28.3,17.5,24.5,12.6,17,81.3,12,2.8,1,2.2,21847,78.6,14.6,6.7,0,7.5
241,13.1,4730,2368,2362,60,35.7,3.5,0.7,0,0,58333,23808,19,19.4,17.3,21.9,22.3,77,18.9,2,1.4,0,1980,82.2,13.9,3.9,0,5.2
242,30.4,73742,36288,37454,3.7,64,28.5,0.2,1.5,0,39305,20526,32.9,21.8,21.8,9.5,14.1,79.2,10.8,2.2,2.1,4.5,32662,67.3,24.6,7.7,0.3,9.3
243,20,17857,8746,9111,11.4,58.5,23.9,0.2,0.9,0.2,53083,20321,29,18.6,21.3,13.1,18.1,79,13.8,0.8,4.8,1.4,5999,65,27.4,7.5,0,17.2
244,17.9,55049,27106,27943,3,81.9,12.9,0.1,0.3,0,44734,22136,29.4,17.5,24.1,12.9,16.1,82.3,12.3,1.3,1.6,2.6,21083,75.3,17.5,6.9,0.2,10
245,17.6,125531,65098,60433,12.4,57.5,16.3,4.7,2.1,0.5,46241,23264,32.3,21.1,23.2,10.7,12.7,73.4,12.6,3.5,2.1,7.7,49641,66.1,27.8,5.9,0.2,8.6
246,10.4,361251,176227,185024,1,94.3,2.3,0.1,0.8,0,52247,29472,34.9,17,23.8,9.5,14.8,84.2,8,2.3,0.7,3.6,173533,85.4,9.3,5.2,0.1,5.6
247,15.3,141314,69696,71618,5.9,68.3,21.6,0.3,2.2,0,50274,24665,31.9,20.2,20.9,12.4,14.7,87.2,8.8,0.7,1.3,1.7,60574,78.5,16.3,5.2,0.1,8.3
248,61.2,29805,14695,15110,99.9,0,0,0,0,0,14331,7361,32.6,19.9,23,15.8,8.7,88.3,5.4,3.7,0,1.8,6235,62,30,8,0,6.8
249,17.1,65285,31169,34116,2.4,83.6,11.1,0.2,0.7,0,42894,29881,34,19.4,24.3,9.4,12.9,86.8,6.5,2,1.1,3.2,28766,79.4,13.2,7.2,0.1,4.9
250,15.6,37763,19265,18498,1.8,92.9,3.1,0.1,0.8,0.1,44837,23441,27.1,21.1,19.3,10.4,22.1,86.4,7.7,2.2,1.9,1.5,18338,84.4,11.3,4.3,0.1,5.4
251,13.3,31848,15568,16280,2.5,94.5,0.9,0.7,0.2,0,49052,24700,30.3,18.2,20,10.3,21.2,86.6,4.8,4.6,0.5,2.8,15079,84.9,9.6,5.2,0.4,5.5
252,17.1,724153,360247,363906,40.8,33.2,6.7,0.2,14.8,0.5,57813,24694,27.5,18.8,23.6,13.6,16.6,77.4,13.9,1.6,1.5,4,296264,79,14.4,6.4,0.2,10.1
253,16.3,68998,33680,35318,1.5,94.6,1.8,0.2,0.5,0.1,43987,24415,32.8,18.3,25,11.9,12.1,84.2,8.3,2.6,1.9,2.4,29587,75,19.3,5.6,0.1,7.4
254,13.2,551957,277687,274270,11.1,83.4,0.6,0.4,1.5,0.8,62180,21335,40.3,15.6,26.2,7.6,10.3,72.9,12.8,4,2.5,6.1,241085,83.1,12.3,4.4,0.2,5.5
255,16.9,48070,24313,23757,1.5,94.8,1.3,0.3,1.2,0,42776,20940,32.1,21,19.5,11.7,15.8,74.3,9.1,11.5,1.5,3,20410,73.9,18.8,7.1,0.2,9.2
256,16.7,95583,47613,47970,30.2,47.3,1.8,0.7,15.1,0.4,54347,24849,29.6,19.1,22.3,16.5,12.5,78.4,13,1.8,1.4,4.6,38207,76.7,16.7,6.1,0.5,10.5
257,12.2,13120,6686,6434,6.7,91.3,0.3,0.6,0,0.1,51583,20454,27.1,12.2,23.7,16.7,20.3,77.6,12.7,3.2,1,4.9,5679,85.1,10.5,4.1,0.2,2.4
258,24.1,27023,13037,13986,5.8,50.9,42.1,0.1,0.4,0,36934,19650,27.6,17,24.6,14.5,16.3,80.8,11.4,0.3,4.9,2.2,9855,72.2,20.7,6.9,0.2,6.5
259,17,25203,12278,12925,3.3,93.9,0.7,0,0.2,0,44985,23427,26,15.5,19.3,12.4,26.8,81.2,11.2,1.6,1,4.7,11436,82.2,10.3,7.1,0.4,5.6
260,10.1,673,376,297,0.3,97.3,0.6,0,0,0,55000,34597,46.3,7.5,14.9,19.7,11.6,60.4,8.7,10.5,0.9,18.6,335,56.1,15.5,27.5,0.9,0
261,19.6,27935,14213,13722,40.8,52.5,0.8,1.7,2.6,0.3,46260,21029,22.6,19.7,17.8,23.9,16,75.9,12.4,3.9,1.6,5.7,10775,70.9,17.3,10.9,0.9,9.2
262,24.6,11226,5503,5723,3.2,73.1,1.2,11.7,0.4,0,32445,20802,30.9,18.8,18.7,17.5,14.1,78.4,16.3,2,0.4,2.8,4074,66.5,23.4,10,0.1,10.6
263,13.7,86937,43469,43468,2.3,86.2,9.3,0.2,0.8,0,53483,24686,28.9,15.7,25.7,12.4,17.2,86.5,8.6,0.6,1.3,2.9,38522,83.2,11.1,5.5,0.2,5.8
264,13.6,51397,25861,25536,3.7,86.4,4.8,1.1,0.8,0,50699,28019,28.6,15,21,11.6,23.7,83.2,9.6,1.5,1.1,4.6,23277,85.9,8.7,5.3,0.1,7.8
265,37.4,16845,7824,9021,99.5,0.2,0.1,0,0,0,20598,11096,25.4,18.1,34.5,8.9,13,86.7,9.1,2.1,0.1,1.3,4887,64.2,27.2,8.6,0,22.6
266,11.1,12040,5994,6046,6.3,88.8,0.6,1.4,0.7,1,57601,29354,32.1,20,18.6,12,17.3,79.4,8.5,3.3,0.9,6.9,6270,77.4,14.3,8.1,0.3,2
267,25.9,19358,8933,10425,1.6,15.5,81.5,0.2,0.2,0,32308,19564,29.4,24,19.5,7.6,19.6,79.3,10.6,6.2,1.4,1.6,7348,77.7,17.3,4.8,0.2,14.5
268,31.3,74603,36028,38575,99.4,0.3,0.1,0,0.3,0,29976,13689,36.5,14.1,31.8,8,9.6,84.7,10,1.4,2,0.6,26760,70.3,21.6,7.8,0.3,15.7
